objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"The Gang","411567","0","0","0","1","0","0","0","0","0","0","0","3","","05-1","","","","135863812","6.97974","7.57039","1.54","510","11347","thing","The Gang","3","6","20","20","20","2024","4,5,6","5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ganz Schön Clever","244522","0","0","0","1","0","0","0","0","0","0","0","3","","17-5
*IV","","","","62811851","7.3667","7.55637","1.8562","197","44855","thing","That's Pretty Clever!","1","4","30","30","30","2019","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2019","Hungarian edition"
"Garden Rush","327082","0","0","0","1","0","0","0","0","0","0","0","3","","54-4","","","","134572462","5.60301","6.5022","1.4444","9022","410","thing","Garden Rush","2","2","30","30","30","2025","2","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Gazdálkodj Okosan!","18686","0","0","0","1","0","0","0","0","0","0","0","3","","36-1","","","","53571642","5.34334","4.52795","1.2692","29489","592","thing","Gazdálkodj Okosan!","2","7","45","45","45","2011","2,3,4,5","4","5–16","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","REGIO Játék","Hungarian","2011","Régió játék edition"
"Das Geheimnis der Pyramiden","8295","0","0","0","1","0","0","0","0","0","0","0","3","","22-3
II.","","","","53783552","5.47193","5.12129","1.0909","28430","526","thing","Secrets of the Pyramids","2","4","15","15","15","2000","2,3","2","5+","","","","","","","standalone","","Ravensburger","German","2000","German edition"
"Geistertreppe","12346","0","0","0","1","0","0","0","0","0","0","0","3","","60-1","","","","60746682","5.90748","6.41889","1.0935","3721","3596","thing","Spooky Stairs","2","4","15","15","10","2009","3,4","4","4+","No necessary in-game text","","","","","","standalone","","Drei Magier Spiele","English; French; German; Italian","2009","Drei Magier edition 2009 with KdJ"
"Genial Connections","9674","0","0","0","1","0","0","0","0","0","0","0","3","","18-3","","","","124414286","6.89354","7.09958","1.906","620","23216","thing","Ingenious","1","4","45","45","30","2004","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; Hungarian","0","Piatnik Czech and Hungarian edition"
"Gépregény","274093","0","0","0","1","0","0","0","0","0","0","0","3","","26-1","","","","66458636","6.08258","7.1183","1.8333","2689","2545","thing","Quirky Circuits","2","4","30","30","15","2019","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Plaid Hat Games","Hungarian","2019","Hungarian edition"
"Get on Board: New York & London","347013","0","0","0","1","0","0","0","0","0","0","0","3","","34-3","","","","105487975","6.3513","6.94976","1.8906","1675","6011","thing","Get on Board: New York & London","2","5","30","30","30","2022","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2022","Reflexshop Hungarian Edition"
"Get Salty","419317","0","0","0","1","0","0","0","0","0","0","0","3","","53-1","","","","127896942","5.50713","5.79658","2","22909","261","thing","Get Salty","2","2","30","30","15","2023","","","","","","","","","","standalone","","ThunderGryph Games","English","2023","English edition"
"Ghost Castle","1613","0","0","0","1","0","0","0","0","0","0","0","3","","24-1","","","","54454701","5.43957","5.44428","1.1064","29182","3171","thing","Ghost Castle","2","4","45","45","45","1990","2,3,4","4","5–12","No necessary in-game text","","","","","","standalone","","Milton Bradley","Hungarian","1990","MB Hungarian edition"
"Gingerbread House","258444","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","111668153","6.3318","6.98868","1.8571","1734","5604","thing","Gingerbread House","2","4","30","30","30","2018","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Lookout Games","English","2018","English edition"
"Gloomy Graves","293556","0","0","0","1","0","0","0","0","0","0","0","3","","26-4","","","","89986569","5.60374","6.55297","1.6364","8991","781","thing","Gloomy Graves","2","4","45","45","30","2020","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Renegade Game Studios","English","2020","English edition"
"Glüx","207207","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","124692669","6.12983","7.06712","1.5946","2480","2152","thing","Glüx","2","4","45","45","30","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Queen Games","English; German","2016","English/German edition"
"Go & Gobang","11929","0","0","0","1","0","0","0","0","0","0","0","3","","52-1","","","","57761532","5.61959","5.99569","1.8382","8292","684","thing","Go-Moku","2","2","5","5","5","1987","2","2","6+","No necessary in-game text","","","","","","standalone","","Otto Maier Verlag","Dutch; French; German; Italian","1987","Ravensburger multilingual edition 1987"
"Go! Doggy Go!","347511","0","0","0","1","0","0","0","0","0","0","0","3","","20-3","","","","113313974","0","3.34211","1","0","32","thing","Go! Doggy Go!","2","4","15","15","15","2021","4","4","4–6","","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Russian; Slovak","2021","German edition"
"Goddam Dilema","378354","0","0","0","1","0","0","0","0","0","0","0","3","","08-5","","","","119613056","5.49133","5.14928","1","26654","170","thing","Goddam Dilema","2","10","20","20","20","2023","3,4,5,6,7,8","4,5","","Unplayable in another language","","","","","","standalone","","","","",""
"Gold Nuggets","141337","0","0","0","1","0","0","0","0","0","0","0","3","","16-2","","","","53571677","5.51815","5.93167","1.2","19405","184","thing","Gold Nuggets","2","5","20","20","20","2013","2,3,4","2,3","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Italian; Polish; Slovak","2013","First edition"
"Golden Horn Erweiterung Dominio Da Mar","176841","0","0","0","1","0","0","0","0","0","0","0","3","","33-4","","","","88479151","0","6.575","1","0","130","thing","Golden Horn Erweiterung Dominio Da Mar","2","4","60","60","45","2015","","","","","","","","","","expansion","","Piatnik","Czech; Dutch; English; French; German; Greek; Hungarian; Italian; Polish; Slovak","2015","Multilingual edition"
"Golden Horn: Von Venedig nach Konstantinopel","134626","0","0","0","1","0","0","0","0","0","0","0","3","","33-4","","","","53571700","5.60999","6.40211","1.6111","8720","732","thing","Golden Horn: Von Venedig nach Konstantinopel","2","4","45","45","45","2013","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","German","2013","German edition"
"Gombászás az elvarázsolt erdőben","307380","0","0","0","1","0","0","0","0","0","0","0","3","","23-4","","","","98749107","0","4.1875","1","0","14","thing","Granna Mushrooming in The Magic Forest","2","4","0","0","0","2017","2,3,4","4","4–6","","","","","","","standalone","","Granna","Hungarian","2017","Hungarian edition"
"Good friends?","514","0","0","0","1","0","0","0","0","0","0","0","3","","35-3","","","","54217259","5.61454","6.09182","1.1395","8495","1353","thing","True Colors","3","6","30","30","30","1989","4,5,6","6","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Piatnik","Hungarian","0","Hungarian edition"
"Gorus Maximus","253756","0","0","0","1","0","0","0","0","0","0","0","3","","03-1","","","","68144809","5.77417","6.36423","1.4091","4999","2427","thing","Gorus Maximus","1","8","45","45","20","2018","1,3,4,5,6,8","6","10+","No necessary in-game text","","","","","","standalone","","Inside Up Games","English","2018","English regular edition"
"Grand Dog Park","254029","0","0","0","1","0","0","0","0","0","0","0","3","","04-4","","","","66155989","5.51065","6.26882","1.25","21786","190","thing","Grand Dog Park","2","6","30","30","15","2018","2","2","6–8","","","","","","","standalone","","Cogitate Games","English; French; German; Hungarian; Italian; Spanish","2018","Base edition"
"Grand Prix","573","0","0","0","1","0","0","0","0","0","0","0","3","","II. ","","","","67532345","5.53332","6.387","1.3636","15524","229","thing","Grand Prix","3","6","60","60","60","1975","3,4,5,6","5,6","10+","No necessary in-game text","","","","","","standalone","","Otto Maier Verlag","Dutch; English; French; German; Italian","1975","Ravensburger multilingual edition"
"El Grande","93","0","0","0","1","0","0","0","0","0","0","0","3","","57-4","","","","88307857","7.58879","7.76649","2.9373","99","34007","thing","El Grande","2","5","120","120","60","1996","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Hans im Glück","German","1996","Hans im Glück German edition with SdJ"
"El Grande","93","0","0","0","1","0","0","0","0","0","0","0","3","","76-1","","","","122153819","7.58879","7.76649","2.9373","99","34007","thing","El Grande","2","5","120","120","60","2024","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Grimslingers","173018","0","0","0","1","0","0","0","0","0","0","0","3","","02-5","","","","128693855","5.67724","6.21685","2.7391","6657","3406","thing","Grimslingers","1","6","90","90","15","2017","1,2,3,4","1,2","12+","Unplayable in another language","","","","","","standalone","","Greenbrier Games","English","2017","Third edition"
"Grund","287895","0","0","0","1","0","0","0","0","0","0","0","3","","68-2","","","","68520163","5.51937","6.39231","2.5","19058","100","thing","Grund","2","4","60","60","45","2019","4","3,4","","No necessary in-game text","","","","","","standalone","","A-games (Board Game); Delta Vision Publishing","English; Hungarian","2019","English/Hungarian edition"
"Guess Who? Cars 2","4143","0","0","0","1","0","0","0","0","0","0","0","3","","35-3","","","","136784849","4.94887","4.84758","1.0911","29596","13544","thing","Guess Who?","2","2","20","20","20","2011","2","2","4–12","No necessary in-game text","","","","","","standalone","","Hasbro","English","2011","Hasbro English edition 2011"
"Guinness World Records: Challenges","257947","0","0","0","1","0","0","0","0","0","0","0","3","","15-2","","","","66458655","0","4.5","1","0","46","thing","Guinness World Records: Challenges","2","5","0","0","0","2018","","","","","","","","","","standalone","","","","",""
"Gulyás","372882","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","116287277","0","7.36364","2","0","21","thing","Gulyás","2","4","30","30","15","2022","","","","","","","","","","standalone","","(Self-Published)","Hungarian","2022","Hungarian edition"
"Gumikacsák","422019","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","133238103","5.92543","6.56261","1.0256","3595","2931","thing","Duck & Cover","2","7","20","20","15","2025","2,3,4,5,6,7","4,6","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Gumikacsák: Művész csomag","430300","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","133238603","5.5369","8.08571","1","0","249","thing","Duck & Cover: Artist Pack","8","9","0","0","0","2025","","","8+","","","","","","","expansion","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Gyémántvadászok","15512","0","0","0","1","0","0","0","0","0","0","0","3","","13-2","","","","76147874","6.70707","6.84598","1.1155","883","31724","thing","Diamant","3","8","40","40","20","2020","3,4,5,6,7,8","6,7,8","6+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; IELLO","Hungarian","2020","Hungarian edition"
"GYÜMI","164590","0","0","0","1","0","0","0","0","0","0","0","3","","03-4","","","","53571743","5.54805","6.45663","1.5","13203","337","thing","GYÜMI","1","6","25","25","25","2014","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","Vagabund","Hungarian","2014","Hungarian first edition"
"GYÜMI Géniusz","176678","0","0","0","1","0","0","0","0","0","0","0","3","","03-4","","","","62380754","5.55391","6.82","2.1667","12499","295","thing","Fruit Passion","1","5","25","25","25","2015","1,2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","Vagabund","Hungarian","2015","Hungarian edition"
"Hab-Dich-Lieb Bärchis Regenbogenspiel","55552","0","0","0","1","0","0","0","0","0","0","0","3","","20-1","","","","98753651","0","5.5","0","0","4","thing","Troetelbeertjes Regenboogspel","2","4","15","15","15","1985","","","","","","","","","","standalone","","Parker Spiele","German","1985","Parker German edition"
"Hadara","269144","0","0","0","1","0","0","0","0","0","0","0","3","","72-4","","","","59640161","6.94227","7.38547","2.2087","562","9442","thing","Hadara","2","5","60","60","45","2019","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2019","Hungarian first edition"
"Hagakure","293836","0","0","0","1","0","0","0","0","0","0","0","3","","05-2","","","","127895754","5.55223","6.20057","1.125","12697","710","thing","Hagakure","3","5","25","25","25","2020","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","Studio H","English","2020","English edition"
"Hajdanvölgy mítosza","271055","0","0","0","1","0","0","0","0","0","0","0","3","","80-5","","","","129488042","7.52091","8.11969","3.244","123","12153","thing","Dwellings of Eldervale","1","5","150","150","60","2020","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","0","Hungarian edition"
"A Hajsza","376223","0","0","0","1","0","0","0","0","0","0","0","3","","56-4","","","","110598150","5.84191","6.98441","2.2667","4269","2215","thing","The Hunt","2","2","45","45","20","2023","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Vagabund","Hungarian","2023","Hungarian edition"
